Milliseconds,Latitude,Longitude,Altitude
13601,54.9476002,24.0079289,112.87750205110964
13701,54.9476002,24.0079289,112.87750205110964
13801,54.9476002,24.0079289,112.87750205110964
13902,54.9476002,24.0079289,112.87750205110964
14002,54.9476002,24.0079289,112.87750205110964
14101,54.9476004,24.0079273,112.87710830920427
14201,54.9476004,24.0079273,112.87710830920427
14301,54.9476004,24.0079273,112.87710830920427
14401,54.9476004,24.0079273,112.87710830920427
14502,54.9476004,24.0079273,112.87710830920427
14601,54.9476004,24.0079273,112.87710830920427
14701,54.9476004,24.0079273,112.87710830920427
14802,54.9476004,24.0079273,112.87710830920427
14901,54.9476004,24.0079273,112.87710830920427
15002,54.9476006,24.0079258,112.87669724763437
15101,54.9476006,24.0079258,112.87669724763437
15201,54.9476006,24.0079258,112.87669724763437
15301,54.9476006,24.0079258,112.87669724763437
15401,54.9476006,24.0079258,112.87669724763437
15501,54.9476006,24.0079258,112.87669724763437
15602,54.9476006,24.0079258,112.87669724763437
15701,54.9476006,24.0079258,112.87669724763437
15801,54.9476006,24.0079258,112.87669724763437
15901,54.9476006,24.0079258,112.87669724763437
16001,54.9476008,24.0079246,112.87626618403404
16101,54.9476008,24.0079246,112.87626618403404
16201,54.9476008,24.0079246,112.87626618403404
16301,54.9476008,24.0079246,112.87626618403404
16403,54.9476008,24.0079246,112.87626618403404
16501,54.9476008,24.0079246,112.87626618403404
16601,54.9476008,24.0079246,112.87626618403404
16701,54.9476008,24.0079246,112.87626618403404
16802,54.9476008,24.0079246,112.87626618403404
16901,54.9476008,24.0079246,112.87626618403404
17001,54.9476008,24.0079236,112.87581081864163
17101,54.9476008,24.0079236,112.87581081864163
17201,54.9476008,24.0079236,112.87581081864163
17302,54.9476008,24.0079236,112.87581081864163
17401,54.9476008,24.0079236,112.87581081864163
17502,54.9476008,24.0079236,112.87581081864163
17601,54.9476008,24.0079236,112.87581081864163
17701,54.9476008,24.0079236,112.87581081864163
17802,54.9476008,24.0079236,112.87581081864163
17901,54.9476008,24.0079236,112.87581081864163
18001,54.9476008,24.0079227,112.8753428816577
18102,54.9476008,24.0079227,112.8753428816577
18206,54.9476008,24.0079227,112.8753428816577
18302,54.9476008,24.0079227,112.8753428816577
18402,54.9476008,24.0079227,112.8753428816577
18501,54.9476008,24.0079227,112.8753428816577
18601,54.9476008,24.0079227,112.8753428816577
18702,54.9476008,24.0079227,112.8753428816577
18801,54.9476008,24.0079227,112.8753428816577
18901,54.9476008,24.0079227,112.8753428816577
19001,54.9476008,24.0079219,112.87486028448271
19102,54.9476008,24.0079219,112.87486028448271
19201,54.9476008,24.0079219,112.87486028448271
19301,54.9476008,24.0079219,112.87486028448271
19401,54.9476008,24.0079219,112.87486028448271
19502,54.9476008,24.0079219,112.87486028448271
19602,54.9476008,24.0079219,112.87486028448271
19701,54.9476008,24.0079219,112.87486028448271
19802,54.9476008,24.0079219,112.87486028448271
19903,54.9476008,24.0079219,112.87486028448271
20002,54.9476007,24.0079211,112.874363524969
20101,54.9476007,24.0079211,112.874363524969
20201,54.9476007,24.0079211,112.874363524969
20302,54.9476007,24.0079211,112.874363524969
20401,54.9476007,24.0079211,112.874363524969
20501,54.9476007,24.0079211,112.874363524969
20601,54.9476007,24.0079211,112.874363524969
20702,54.9476007,24.0079211,112.874363524969
20801,54.9476007,24.0079211,112.874363524969
20902,54.9476007,24.0079211,112.874363524969
21002,54.9476005,24.0079203,112.87385555866261
21101,54.9476005,24.0079203,112.87385555866261
21201,54.9476005,24.0079203,112.87385555866261
21301,54.9476005,24.0079203,112.87385555866261
21401,54.9476005,24.0079203,112.87385555866261
21501,54.9476005,24.0079203,112.87385555866261
21601,54.9476005,24.0079203,112.87385555866261
21701,54.9476005,24.0079203,112.87385555866261
21802,54.9476005,24.0079203,112.87385555866261
21901,54.9476005,24.0079203,112.87385555866261
22001,54.9476001,24.0079189,112.87333259552118
22102,54.9476001,24.0079189,112.87333259552118
22201,54.9476001,24.0079189,112.87333259552118
22301,54.9476001,24.0079189,112.87333259552118
22402,54.9476001,24.0079189,112.87333259552118
22501,54.9476001,24.0079189,112.87333259552118
22601,54.9476001,24.0079189,112.87333259552118
22702,54.9476001,24.0079189,112.87333259552118
22801,54.9476001,24.0079189,112.87333259552118
22901,54.9476001,24.0079189,112.87333259552118
23001,54.9475999,24.0079181,112.87280990320356
23102,54.9475999,24.0079181,112.87280990320356
23202,54.9475999,24.0079181,112.87280990320356
23303,54.9475999,24.0079181,112.87280990320356
23401,54.9475999,24.0079181,112.87280990320356
23501,54.9475999,24.0079181,112.87280990320356
23601,54.9475999,24.0079181,112.87280990320356
23702,54.9475999,24.0079181,112.87280990320356
23801,54.9475999,24.0079181,112.87280990320356
23903,54.9475999,24.0079181,112.87280990320356
24002,54.9475996,24.0079173,112.8722795900877
24101,54.9475996,24.0079173,112.8722795900877
24202,54.9475996,24.0079173,112.8722795900877
24301,54.9475996,24.0079173,112.8722795900877
24401,54.9475996,24.0079173,112.8722795900877
24501,54.9475996,24.0079173,112.8722795900877
24601,54.9475996,24.0079173,112.8722795900877
24701,54.9475996,24.0079173,112.8722795900877
24802,54.9475996,24.0079173,112.8722795900877
24901,54.9475996,24.0079173,112.8722795900877
25001,54.9475996,24.0079173,112.8722795900877
25101,54.9475993,24.0079164,112.87173833730145
25202,54.9475993,24.0079164,112.87173833730145
25301,54.9475993,24.0079164,112.87173833730145
25401,54.9475993,24.0079164,112.87173833730145
25502,54.9475993,24.0079164,112.87173833730145
25603,54.9475993,24.0079164,112.87173833730145
25701,54.9475993,24.0079164,112.87173833730145
25802,54.9475993,24.0079164,112.87173833730145
25901,54.9475993,24.0079164,112.87173833730145
26001,54.947599,24.0079154,112.87118799443239
26104,54.947599,24.0079154,112.87118799443239
26201,54.947599,24.0079154,112.87118799443239
26301,54.947599,24.0079154,112.87118799443239
26402,54.947599,24.0079154,112.87118799443239
26501,54.947599,24.0079154,112.87118799443239
26601,54.947599,24.0079154,112.87118799443239
26701,54.947599,24.0079154,112.87118799443239
26801,54.947599,24.0079154,112.87118799443239
26901,54.947599,24.0079154,112.87118799443239
27002,54.9475986,24.0079144,112.87062875685444
27101,54.9475986,24.0079144,112.87062875685444
27201,54.9475986,24.0079144,112.87062875685444
27302,54.9475986,24.0079144,112.87062875685444
27401,54.9475986,24.0079144,112.87062875685444
27501,54.9475986,24.0079144,112.87062875685444
27601,54.9475986,24.0079144,112.87062875685444
27701,54.9475986,24.0079144,112.87062875685444
27801,54.9475986,24.0079144,112.87062875685444
27902,54.9475986,24.0079144,112.87062875685444
28002,54.9475986,24.0079144,112.87062875685444
28101,54.9475983,24.0079137,112.87005007610315
28201,54.9475983,24.0079137,112.87005007610315
28301,54.9475983,24.0079137,112.87005007610315
28401,54.9475983,24.0079137,112.87005007610315
28501,54.9475983,24.0079137,112.87005007610315
28602,54.9475983,24.0079137,112.87005007610315
28701,54.9475983,24.0079137,112.87005007610315
28801,54.9475983,24.0079137,112.87005007610315
28901,54.9475983,24.0079137,112.87005007610315
29002,54.9475977,24.007914,112.86444270542846
29101,54.9475977,24.007914,112.86444270542846
29202,54.9475977,24.007914,112.86444270542846
29301,54.9475977,24.007914,112.86444270542846
29401,54.9475977,24.007914,112.86444270542846
29501,54.9475977,24.007914,112.86444270542846
29601,54.9475977,24.007914,112.86444270542846
29701,54.9475977,24.007914,112.86444270542846
29801,54.9475977,24.007914,112.86444270542846
29901,54.9475977,24.007914,112.86444270542846
30001,54.9475977,24.007914,112.86444270542846
30101,54.9475966,24.0079128,112.85874881641926
30202,54.9475966,24.0079128,112.85874881641926
30301,54.9475966,24.0079128,112.85874881641926
30402,54.9475966,24.0079128,112.85874881641926
30501,54.9475966,24.0079128,112.85874881641926
30602,54.9475966,24.0079128,112.85874881641926
30701,54.9475966,24.0079128,112.85874881641926
30801,54.9475966,24.0079128,112.85874881641926
30902,54.9475966,24.0079128,112.85874881641926
31002,54.9475966,24.0079128,112.85874881641926
31102,54.9475947,24.0079074,112.8532678638901
31201,54.9475947,24.0079074,112.8532678638901
31301,54.9475947,24.0079074,112.8532678638901
31402,54.9475947,24.0079074,112.8532678638901
31501,54.9475947,24.0079074,112.8532678638901
31601,54.9475947,24.0079074,112.8532678638901
31702,54.9475947,24.0079074,112.8532678638901
31801,54.9475947,24.0079074,112.8532678638901
31902,54.9475947,24.0079074,112.8532678638901
32001,54.9475947,24.0079074,112.8532678638901
32101,54.9475918,24.007896,112.84792505106033
32202,54.9475918,24.007896,112.84792505106033
32301,54.9475918,24.007896,112.84792505106033
32401,54.9475918,24.007896,112.84792505106033
32501,54.9475918,24.007896,112.84792505106033
32601,54.9475918,24.007896,112.84792505106033
32702,54.9475918,24.007896,112.84792505106033
32801,54.9475918,24.007896,112.84792505106033
32901,54.9475918,24.007896,112.84792505106033
33001,54.9475918,24.007896,112.84792505106033
33103,54.9475876,24.0078805,112.84262145106474
33202,54.9475876,24.0078805,112.84262145106474
33301,54.9475876,24.0078805,112.84262145106474
33401,54.9475876,24.0078805,112.84262145106474
33501,54.9475876,24.0078805,112.84262145106474
33602,54.9475876,24.0078805,112.84262145106474
33701,54.9475876,24.0078805,112.84262145106474
33801,54.9475876,24.0078805,112.84262145106474
33901,54.9475876,24.0078805,112.84262145106474
34001,54.9475837,24.0078612,112.83730412174977
34101,54.9475837,24.0078612,112.83730412174977
34201,54.9475837,24.0078612,112.83730412174977
34301,54.9475837,24.0078612,112.83730412174977
34401,54.9475837,24.0078612,112.83730412174977
34502,54.9475837,24.0078612,112.83730412174977
34601,54.9475837,24.0078612,112.83730412174977
34702,54.9475837,24.0078612,112.83730412174977
34801,54.9475837,24.0078612,112.83730412174977
34901,54.9475837,24.0078612,112.83730412174977
35002,54.9475837,24.0078612,112.83730412174977
35101,54.9475806,24.0078434,112.83201062187959
35201,54.9475806,24.0078434,112.83201062187959
35301,54.9475806,24.0078434,112.83201062187959
35402,54.9475806,24.0078434,112.83201062187959
35501,54.9475806,24.0078434,112.83201062187959
35601,54.9475806,24.0078434,112.83201062187959
35701,54.9475806,24.0078434,112.83201062187959
35801,54.9475806,24.0078434,112.83201062187959
35902,54.9475806,24.0078434,112.83201062187959
36001,54.9475786,24.007824,112.82658964386657
36101,54.9475786,24.007824,112.82658964386657
36201,54.9475786,24.007824,112.82658964386657
36301,54.9475786,24.007824,112.82658964386657
36402,54.9475786,24.007824,112.82658964386657
36501,54.9475786,24.007824,112.82658964386657
36601,54.9475786,24.007824,112.82658964386657
36701,54.9475786,24.007824,112.82658964386657
36803,54.9475786,24.007824,112.82658964386657
36905,54.9475786,24.007824,112.82658964386657
37002,54.9475786,24.007824,112.82658964386657
37101,54.947577,24.0078051,112.8211190514062
37202,54.947577,24.0078051,112.8211190514062
37301,54.947577,24.0078051,112.8211190514062
37402,54.947577,24.0078051,112.8211190514062
37501,54.947577,24.0078051,112.8211190514062
37601,54.947577,24.0078051,112.8211190514062
37701,54.947577,24.0078051,112.8211190514062
37802,54.947577,24.0078051,112.8211190514062
37901,54.947577,24.0078051,112.8211190514062
38007,54.947577,24.0078051,112.8211190514062
38102,54.9475748,24.0077864,112.81549733133667
38202,54.9475748,24.0077864,112.81549733133667
38302,54.9475748,24.0077864,112.81549733133667
38401,54.9475748,24.0077864,112.81549733133667
38501,54.9475748,24.0077864,112.81549733133667
38601,54.9475748,24.0077864,112.81549733133667
38702,54.9475748,24.0077864,112.81549733133667
38801,54.9475748,24.0077864,112.81549733133667
38902,54.9475748,24.0077864,112.81549733133667
39001,54.9475748,24.0077864,112.81549733133667
39102,54.9475728,24.0077661,112.80977046390711
39201,54.9475728,24.0077661,112.80977046390711
39301,54.9475728,24.0077661,112.80977046390711
39403,54.9475728,24.0077661,112.80977046390711
39501,54.9475728,24.0077661,112.80977046390711
39601,54.9475728,24.0077661,112.80977046390711
39701,54.9475728,24.0077661,112.80977046390711
39802,54.9475728,24.0077661,112.80977046390711
39901,54.9475728,24.0077661,112.80977046390711
40001,54.9475728,24.0077661,112.80977046390711
40102,54.9475728,24.0077661,112.80977046390711
40202,54.9475698,24.0077356,112.80390724154063
40301,54.9475698,24.0077356,112.80390724154063
40401,54.9475698,24.0077356,112.80390724154063
40502,54.9475698,24.0077356,112.80390724154063
40601,54.9475698,24.0077356,112.80390724154063
40701,54.9475698,24.0077356,112.80390724154063
40801,54.9475698,24.0077356,112.80390724154063
40902,54.9475698,24.0077356,112.80390724154063
41002,54.9475698,24.0077356,112.80390724154063
41101,54.9475693,24.0077169,112.79819351604596
41201,54.9475693,24.0077169,112.79819351604596
41301,54.9475693,24.0077169,112.79819351604596
41401,54.9475693,24.0077169,112.79819351604596
41506,54.9475693,24.0077169,112.79819351604596
41602,54.9475693,24.0077169,112.79819351604596
41701,54.9475693,24.0077169,112.79819351604596
41801,54.9475693,24.0077169,112.79819351604596
41901,54.9475693,24.0077169,112.79819351604596
42002,54.9475693,24.0077169,112.79819351604596
42101,54.9475692,24.0076934,112.79249329743334
42201,54.9475692,24.0076934,112.79249329743334
42301,54.9475692,24.0076934,112.79249329743334
42402,54.9475692,24.0076934,112.79249329743334
42501,54.9475692,24.0076934,112.79249329743334
42601,54.9475692,24.0076934,112.79249329743334
42701,54.9475692,24.0076934,112.79249329743334
42802,54.9475692,24.0076934,112.79249329743334
42901,54.9475692,24.0076934,112.79249329743334
43001,54.9475692,24.0076934,112.79249329743334
43101,54.9475689,24.0076676,112.78691607154614
43202,54.9475689,24.0076676,112.78691607154614
43301,54.9475689,24.0076676,112.78691607154614
43401,54.9475689,24.0076676,112.78691607154614
43502,54.9475689,24.0076676,112.78691607154614
43601,54.9475689,24.0076676,112.78691607154614
43702,54.9475689,24.0076676,112.78691607154614
43801,54.9475689,24.0076676,112.78691607154614
43902,54.9475689,24.0076676,112.78691607154614
44002,54.9475689,24.0076676,112.78691607154614
44101,54.9475677,24.0076394,112.78149791998982
44201,54.9475677,24.0076394,112.78149791998982
44301,54.9475677,24.0076394,112.78149791998982
44401,54.9475677,24.0076394,112.78149791998982
44506,54.9475677,24.0076394,112.78149791998982
44601,54.9475677,24.0076394,112.78149791998982
44702,54.9475677,24.0076394,112.78149791998982
44801,54.9475677,24.0076394,112.78149791998982
44902,54.9475677,24.0076394,112.78149791998982
45002,54.9475677,24.0076394,112.78149791998982
45101,54.9475671,24.0075938,112.77618303460943
45202,54.9475671,24.0075938,112.77618303460943
45301,54.9475671,24.0075938,112.77618303460943
45402,54.9475671,24.0075938,112.77618303460943
45501,54.9475671,24.0075938,112.77618303460943
45602,54.9475671,24.0075938,112.77618303460943
45701,54.9475671,24.0075938,112.77618303460943
45801,54.9475671,24.0075938,112.77618303460943
45901,54.9475671,24.0075938,112.77618303460943
46004,54.9475671,24.0075938,112.77618303460943
46101,54.9475683,24.0075597,112.7708969211354
46202,54.9475683,24.0075597,112.7708969211354
46301,54.9475683,24.0075597,112.7708969211354
46402,54.9475683,24.0075597,112.7708969211354
46501,54.9475683,24.0075597,112.7708969211354
46601,54.9475683,24.0075597,112.7708969211354
46701,54.9475683,24.0075597,112.7708969211354
46801,54.9475683,24.0075597,112.7708969211354
46902,54.9475683,24.0075597,112.7708969211354
47001,54.9475683,24.0075597,112.7708969211354
47101,54.9475689,24.0075197,112.76572022390528
47201,54.9475689,24.0075197,112.76572022390528
47301,54.9475689,24.0075197,112.76572022390528
47402,54.9475689,24.0075197,112.76572022390528
47501,54.9475689,24.0075197,112.76572022390528
47601,54.9475689,24.0075197,112.76572022390528
47701,54.9475689,24.0075197,112.76572022390528
47801,54.9475689,24.0075197,112.76572022390528
47902,54.9475689,24.0075197,112.76572022390528
48002,54.9475689,24.0075197,112.76572022390528
48101,54.94757,24.0074738,112.76053037669692
48202,54.94757,24.0074738,112.76053037669692
48301,54.94757,24.0074738,112.76053037669692
48401,54.94757,24.0074738,112.76053037669692
48501,54.94757,24.0074738,112.76053037669692
48601,54.94757,24.0074738,112.76053037669692
48702,54.94757,24.0074738,112.76053037669692
48801,54.94757,24.0074738,112.76053037669692
48901,54.94757,24.0074738,112.76053037669692
49001,54.94757,24.0074738,112.76053037669692
49102,54.9475722,24.00742,112.75536639234916
49201,54.9475722,24.00742,112.75536639234916
49303,54.9475722,24.00742,112.75536639234916
49401,54.9475722,24.00742,112.75536639234916
49501,54.9475722,24.00742,112.75536639234916
49601,54.9475722,24.00742,112.75536639234916
49702,54.9475722,24.00742,112.75536639234916
49802,54.9475722,24.00742,112.75536639234916
49901,54.9475722,24.00742,112.75536639234916
50003,54.9475722,24.00742,112.75536639234916
50102,54.9475768,24.0073309,112.75023800778838
50201,54.9475768,24.0073309,112.75023800778838
50301,54.9475768,24.0073309,112.75023800778838
50402,54.9475768,24.0073309,112.75023800778838
50501,54.9475768,24.0073309,112.75023800778838
50602,54.9475768,24.0073309,112.75023800778838
50702,54.9475768,24.0073309,112.75023800778838
50801,54.9475768,24.0073309,112.75023800778838
50902,54.9475768,24.0073309,112.75023800778838
51001,54.9475768,24.0073309,112.75023800778838
51102,54.9475812,24.007274,112.74514411732964
51201,54.9475812,24.007274,112.74514411732964
51301,54.9475812,24.007274,112.74514411732964
51401,54.9475812,24.007274,112.74514411732964
51503,54.9475812,24.007274,112.74514411732964
51601,54.9475812,24.007274,112.74514411732964
51701,54.9475812,24.007274,112.74514411732964
51801,54.9475812,24.007274,112.74514411732964
51902,54.9475812,24.007274,112.74514411732964
52001,54.9475812,24.007274,112.74514411732964
52101,54.9475862,24.0072158,112.69465736128002
52202,54.9475862,24.0072158,112.69465736128002
52301,54.9475862,24.0072158,112.69465736128002
52401,54.9475862,24.0072158,112.69465736128002
52501,54.9475862,24.0072158,112.69465736128002
52602,54.9475862,24.0072158,112.69465736128002
52701,54.9475862,24.0072158,112.69465736128002
52801,54.9475862,24.0072158,112.69465736128002
52902,54.9475862,24.0072158,112.69465736128002
53001,54.9475862,24.0072158,112.69465736128002
53101,54.947592,24.0071542,112.65378266936109
53201,54.947592,24.0071542,112.65378266936109
53301,54.947592,24.0071542,112.65378266936109
53402,54.947592,24.0071542,112.65378266936109
53501,54.947592,24.0071542,112.65378266936109
53601,54.947592,24.0071542,112.65378266936109
53701,54.947592,24.0071542,112.65378266936109
53802,54.947592,24.0071542,112.65378266936109
53901,54.947592,24.0071542,112.65378266936109
54001,54.947592,24.0071542,112.65378266936109
54101,54.9475966,24.007087,112.61923568846734
54201,54.9475966,24.007087,112.61923568846734
54302,54.9475966,24.007087,112.61923568846734
54401,54.9475966,24.007087,112.61923568846734
54502,54.9475966,24.007087,112.61923568846734
54601,54.9475966,24.007087,112.61923568846734
54701,54.9475966,24.007087,112.61923568846734
54801,54.9475966,24.007087,112.61923568846734
54901,54.9475966,24.007087,112.61923568846734
55002,54.9475966,24.007087,112.61923568846734
55101,54.9476036,24.0069813,112.59248645664042
55202,54.9476036,24.0069813,112.59248645664042
55301,54.9476036,24.0069813,112.59248645664042
55402,54.9476036,24.0069813,112.59248645664042
55501,54.9476036,24.0069813,112.59248645664042
55601,54.9476036,24.0069813,112.59248645664042
55701,54.9476036,24.0069813,112.59248645664042
55801,54.9476036,24.0069813,112.59248645664042
55901,54.9476036,24.0069813,112.59248645664042
56001,54.9476036,24.0069813,112.59248645664042
56102,54.9476073,24.0069152,112.5724064801009
56201,54.9476073,24.0069152,112.5724064801009
56301,54.9476073,24.0069152,112.5724064801009
56401,54.9476073,24.0069152,112.5724064801009
56501,54.9476073,24.0069152,112.5724064801009
56602,54.9476073,24.0069152,112.5724064801009
56701,54.9476073,24.0069152,112.5724064801009
56802,54.9476073,24.0069152,112.5724064801009
56902,54.9476073,24.0069152,112.5724064801009
57002,54.9476073,24.0069152,112.5724064801009
57101,54.9476124,24.0068434,112.5560951197334
57202,54.9476124,24.0068434,112.5560951197334
57301,54.9476124,24.0068434,112.5560951197334
57401,54.9476124,24.0068434,112.5560951197334
57502,54.9476124,24.0068434,112.5560951197334
57601,54.9476124,24.0068434,112.5560951197334
57701,54.9476124,24.0068434,112.5560951197334
57802,54.9476124,24.0068434,112.5560951197334
57901,54.9476124,24.0068434,112.5560951197334
58001,54.9476124,24.0068434,112.5560951197334
58101,54.9476161,24.0067677,112.54240805334994
58202,54.9476161,24.0067677,112.54240805334994
58301,54.9476161,24.0067677,112.54240805334994
58401,54.9476161,24.0067677,112.54240805334994
58502,54.9476161,24.0067677,112.54240805334994
58601,54.9476161,24.0067677,112.54240805334994
58701,54.9476161,24.0067677,112.54240805334994
58802,54.9476161,24.0067677,112.54240805334994
58901,54.9476161,24.0067677,112.54240805334994
59002,54.9476161,24.0067677,112.54240805334994
59101,54.9476216,24.0066903,112.52821157033513
59201,54.9476216,24.0066903,112.52821157033513
59301,54.9476216,24.0066903,112.52821157033513
59402,54.9476216,24.0066903,112.52821157033513
59501,54.9476216,24.0066903,112.52821157033513
59601,54.9476216,24.0066903,112.52821157033513
59703,54.9476216,24.0066903,112.52821157033513
59801,54.9476216,24.0066903,112.52821157033513
59902,54.9476216,24.0066903,112.52821157033513
60001,54.9476216,24.0066903,112.52821157033513
60101,54.9476313,24.0065741,112.51476412704724
60202,54.9476313,24.0065741,112.51476412704724
60301,54.9476313,24.0065741,112.51476412704724
60401,54.9476313,24.0065741,112.51476412704724
60502,54.9476313,24.0065741,112.51476412704724
60601,54.9476313,24.0065741,112.51476412704724
60701,54.9476313,24.0065741,112.51476412704724
60801,54.9476313,24.0065741,112.51476412704724
60902,54.9476313,24.0065741,112.51476412704724
61001,54.9476313,24.0065741,112.51476412704724
61101,54.9476429,24.0064286,112.49922455770007
61201,54.9476429,24.0064286,112.49922455770007
