Milliseconds,Millibars
59100,1007.4592
59200,1007.45776
59300,1007.45654
59401,1007.4519
59500,1007.449
59600,1007.4551
59701,1007.4551
59800,1007.45557
59901,1007.46533
60000,1007.45776
60101,1007.44507
60200,1007.4407
60300,1007.4407
60400,1007.4375
60500,1007.4375
60601,1007.4407
60700,1007.4375
60801,1007.42993
60900,1007.42993
61000,1007.43823
61101,1007.42163
61200,1007.4155
61300,1007.4177
61400,1007.4131
61500,1007.4131
61601,1007.40405
61700,1007.405
61802,1007.40674
61901,1007.4182
62000,1007.4192
62100,1007.4192
62200,1007.4192
62301,1007.416
62400,1007.42773
62500,1007.42773
62601,1007.42847
62701,1007.43335
62800,1007.43823
62900,1007.44165
63002,1007.44165
63104,1007.4241
63200,1007.4197
63301,1007.4197
63401,1007.4155
63501,1007.4358
63600,1007.4358
63701,1007.4663
63800,1007.48047
63901,1007.4866
64000,1007.4866
64101,1007.4907
64200,1007.48267
64300,1007.4834
64401,1007.5137
64500,1007.5137
64600,1007.50586
64700,1007.4927
64800,1007.45703
64901,1007.4475
65000,1007.43994
65100,1007.43994
65201,1007.4253
65300,1007.4133
65402,1007.3794
65501,1007.36035
65600,1007.33057
65700,1007.3176
65800,1007.32227
65900,1007.32227
66001,1007.3115
66101,1007.3506
66200,1007.32666
66300,1007.3406
66400,1007.3406
66500,1007.3452
66601,1007.34326
66700,1007.37085
66800,1007.3955
66901,1007.3955
67000,1007.4099
67100,1007.4175
67201,1007.4209
67300,1007.4209
67400,1007.4016
67503,1007.4209
67600,1007.4133
67703,1007.4226
67800,1007.4226
67902,1007.4182
68001,1007.4214
68101,1007.4214
68200,1007.41187
68300,1007.41235
68401,1007.4153
68502,1007.4109
68600,1007.4109
68700,1007.41724
68800,1007.42114
68901,1007.42114
69000,1007.4182
69100,1007.4182
69203,1007.4204
69301,1007.4248
69400,1007.4326
69500,1007.4287
69601,1007.4238
69700,1007.4258
69800,1007.42017
69900,1007.41626
70001,1007.4209
70101,1007.42163
70200,1007.4192
70300,1007.416
70401,1007.417
70500,1007.41724
70602,1007.42334
70701,1007.41797
70800,1007.4226
70901,1007.4258
71000,1007.42676
71100,1007.4297
71200,1007.4319
71300,1007.43506
71401,1007.43164
71500,1007.42944
71600,1007.42676
71700,1007.4346
71801,1007.4429
71900,1007.4468
72000,1007.45874
72100,1007.45996
72201,1007.4695
72300,1007.4741
72400,1007.48193
72501,1007.4734
72600,1007.4802
72700,1007.4717
72801,1007.4685
72900,1007.4758
73000,1007.4802
73101,1007.469
73200,1007.4717
73301,1007.46484
73400,1007.4487
73500,1007.44385
73600,1007.4353
73700,1007.4324
73800,1007.4331
73900,1007.4336
74001,1007.4407
74100,1007.43994
74200,1007.4365
74300,1007.42725
74403,1007.44336
74500,1007.43774
74601,1007.43384
74700,1007.459
74801,1007.44507
74900,1007.4497
75001,1007.4468
75100,1007.4448
75201,1007.4519
75300,1007.44556
75400,1007.4514
75501,1007.4475
75600,1007.4365
75700,1007.4292
75801,1007.4292
75900,1007.41895
76001,1007.39185
76101,1007.4065
76201,1007.4116
76300,1007.4109
76401,1007.41455
76500,1007.4109
76601,1007.4104
76701,1007.4263
76801,1007.4321
76900,1007.437
77001,1007.4241
77100,1007.4136
77200,1007.42896
77300,1007.4297
77401,1007.42285
77500,1007.42456
77600,1007.42285
77701,1007.4182
77801,1007.4043
77900,1007.40063
78000,1007.396
78100,1007.39404
78200,1007.38794
78301,1007.3904
78400,1007.3894
78500,1007.3865
78602,1007.3943
78700,1007.3967
78801,1007.40625
78901,1007.4136
79000,1007.426
79100,1007.43726
79201,1007.44336
79300,1007.4463
79400,1007.45703
79501,1007.4619
79600,1007.4651
79701,1007.4785
79800,1007.4812
79900,1007.47876
80001,1007.48364
80100,1007.4785
80201,1007.4695
80300,1007.47314
80400,1007.46606
80500,1007.4646
80600,1007.4585
80701,1007.4507
80800,1007.45557
80900,1007.46045
81000,1007.4636
81100,1007.4636
81200,1007.4612
81301,1007.45996
81400,1007.45825
81500,1007.458
81600,1007.4595
81700,1007.459
81801,1007.46094
81900,1007.468
82001,1007.45654
82100,1007.4602
82201,1007.44434
82300,1007.44556
82400,1007.43555
82501,1007.4436
82600,1007.4402
82700,1007.43555
82800,1007.4424
82900,1007.4475
83001,1007.4546
83101,1007.45703
83200,1007.46387
83301,1007.4697
83401,1007.4719
83501,1007.47754
83600,1007.48193
83700,1007.4883
83801,1007.4834
83900,1007.4873
84002,1007.4956
84100,1007.48535
84200,1007.4888
84301,1007.49414
84400,1007.4888
84500,1007.4834
84600,1007.4824
84703,1007.48413
84800,1007.48535
84900,1007.4824
85000,1007.4834
85101,1007.48413
85201,1007.48145
85300,1007.48
85400,1007.47974
85500,1007.46387
85601,1007.4575
85700,1007.4668
85800,1007.4717
85900,1007.478
86001,1007.47534
86100,1007.4697
86200,1007.4707
86300,1007.4756
86400,1007.47144
86500,1007.4695
86600,1007.46875
86701,1007.4807
86800,1007.4885
86900,1007.49097
87004,1007.48193
87101,1007.4895
87200,1007.4778
87301,1007.4866
87400,1007.4834
87500,1007.48804
87601,1007.4829
87700,1007.4817
87800,1007.49194
87900,1007.4907
88000,1007.49316
88102,1007.4917
88200,1007.4856
88301,1007.4868
88400,1007.4966
88500,1007.49316
88600,1007.4917
88700,1007.5012
88800,1007.511
88901,1007.5078
89000,1007.50366
89101,1007.49414
89200,1007.5
89300,1007.5144
89400,1007.5198
89501,1007.5222
89600,1007.5259
89701,1007.5215
89800,1007.51636
89901,1007.52
90000,1007.5061
90100,1007.5088
90200,1007.5178
90301,1007.52637
90400,1007.5288
90500,1007.5154
90600,1007.50415
90701,1007.50415
90800,1007.50244
90900,1007.4988
91000,1007.5044
91100,1007.5154
91200,1007.52124
91301,1007.5149
91401,1007.5134
91502,1007.5034
91600,1007.5049
91701,1007.48975
91800,1007.4922
91901,1007.4978
92000,1007.499
92100,1007.5049
92201,1007.5105
92300,1007.50366
92400,1007.4956
92500,1007.48706
92601,1007.5056
92700,1007.499
92800,1007.5051
92900,1007.5178
93001,1007.51416
93100,1007.51733
93200,1007.52124
93301,1007.5237
93400,1007.51733
93500,1007.50684
93600,1007.50586
93700,1007.49805
93801,1007.4905
93900,1007.4905
94001,1007.48535
94101,1007.4861
94200,1007.48486
94301,1007.4983
94400,1007.4939
94500,1007.49243
94600,1007.4922
94700,1007.4922
94801,1007.4866
94901,1007.5029
95000,1007.51025
95100,1007.5132
95201,1007.5134
95300,1007.52954
95401,1007.5283
95501,1007.53
95600,1007.5327
95701,1007.52026
95800,1007.5222
95900,1007.53516
96004,1007.5354
96102,1007.54004
96200,1007.5349
96300,1007.52905
96400,1007.53174
96501,1007.5217
96601,1007.5122
96700,1007.5156
96801,1007.51416
96900,1007.5166
97002,1007.5215
97100,1007.5166
97200,1007.5054
97300,1007.51
97400,1007.4951
97501,1007.49414
97600,1007.5005
97700,1007.49805
97801,1007.50244
97901,1007.4995
98001,1007.4946
98100,1007.49854
98201,1007.4856
98300,1007.49097
98400,1007.4905
98500,1007.489
98601,1007.4878
98700,1007.49243
98800,1007.4961
98900,1007.4949
99001,1007.48975
99101,1007.4873
99200,1007.4905
99301,1007.489
99400,1007.4861
99500,1007.4912
99600,1007.4927
99701,1007.4966
99800,1007.49194
99901,1007.5
100000,1007.4995
100101,1007.4978
100201,1007.4988
100301,1007.50366
100400,1007.5093
100500,1007.50073
100601,1007.5095
100701,1007.51636
100800,1007.52075
100900,1007.51807
101001,1007.52026
101100,1007.51733
101200,1007.5154
101300,1007.51196
101400,1007.51416
101501,1007.51074
101600,1007.50586
101700,1007.5095
101800,1007.5071
101901,1007.4951
102000,1007.4912
102100,1007.49316
102201,1007.4866
102301,1007.4929
102400,1007.4922
102500,1007.4944
102600,1007.49585
102705,1007.4927
102800,1007.4922
102901,1007.4905
103001,1007.4778
103100,1007.4739
103200,1007.4685
103301,1007.4741
103400,1007.4658
103500,1007.46533
103602,1007.45996
103700,1007.4607
103800,1007.4563
103901,1007.45605
104000,1007.46313
104100,1007.4585
104200,1007.4646
104300,1007.4761
104401,1007.4751
104500,1007.4895
104600,1007.4946
104700,1007.4983
104800,1007.5027
104901,1007.50415
105000,1007.50366
105100,1007.50806
105201,1007.4973
105301,1007.4939
105401,1007.50073
105500,1007.5012
105601,1007.5012
105700,1007.4927
105800,1007.48364
105900,1007.479
106001,1007.47705
106100,1007.4729
106200,1007.4697
106300,1007.4592
106402,1007.4607
106500,1007.47217
106600,1007.4773
106700,1007.4717
106801,1007.46313
106900,1007.4656
107001,1007.4717
107100,1007.4773
107200,1007.4761
107300,1007.4778
107403,1007.4839
107500,1007.4966
107601,1007.49414
107700,1007.4956
107800,1007.49243
107900,1007.48804
108000,1007.48926
108101,1007.4944
108200,1007.4966
108300,1007.4949
108400,1007.4934
108500,1007.4885
108601,1007.4907
108701,1007.4885
108803,1007.4844
108900,1007.4917
109000,1007.489
109100,1007.4856
109201,1007.4888
109300,1007.47925
109400,1007.4824
109501,1007.4878
109600,1007.4824
109700,1007.4917
109800,1007.4978
109900,1007.5032
110003,1007.50635
110100,1007.50024
110201,1007.4988
110300,1007.50977
110400,1007.51514
110501,1007.5144
110600,1007.5154
110701,1007.5127
110800,1007.5073
110901,1007.5112
111000,1007.5044
111100,1007.5044
111200,1007.4939
111301,1007.4995
111400,1007.50244
111500,1007.4961
111601,1007.48706
111700,1007.4868
111800,1007.4873
111901,1007.4939
112000,1007.4922
112100,1007.4973
112200,1007.5039
112300,1007.4961
112401,1007.49756
112500,1007.48755
112600,1007.4861
112700,1007.4863
112801,1007.4917
112900,1007.5
113000,1007.4966
113100,1007.49414
113200,1007.47876
113301,1007.4861
113400,1007.47437
113501,1007.47485
113600,1007.48
113700,1007.47314
113801,1007.4746
113900,1007.4783
114000,1007.47534
114101,1007.4741
114204,1007.4734
114300,1007.4717
114400,1007.4756
114500,1007.4807
114601,1007.4768
114700,1007.4729
114801,1007.4668
114900,1007.4719
115002,1007.4712
115102,1007.46216
115200,1007.4624
115300,1007.4617
115401,1007.45386
115500,1007.4512
115600,1007.45654
115700,1007.4497
115801,1007.4512
115900,1007.45386
116001,1007.4531
116100,1007.45386
116200,1007.45264
116301,1007.46533
116400,1007.4729
116500,1007.47
116603,1007.4673
116700,1007.47437
116800,1007.4751
116901,1007.4678
117000,1007.4685
117100,1007.4678
117200,1007.4834
117301,1007.48315
117400,1007.4795
117500,1007.47705
117600,1007.4641
117700,1007.46826
117800,1007.4724
117900,1007.4624
118004,1007.45825
118100,1007.4602
118201,1007.4746
118300,1007.4734
118400,1007.4734
118501,1007.4634
118600,1007.4597
118700,1007.45654
118800,1007.4619
118901,1007.46387
119000,1007.46533
119104,1007.4573
119200,1007.4651
119301,1007.47217
119400,1007.4746
119501,1007.4707
119600,1007.4751
119700,1007.4739
119800,1007.49194
119901,1007.49316
120000,1007.4922
120100,1007.4988
120200,1007.4973
120301,1007.5029
120400,1007.5
120500,1007.4988
120601,1007.4949
120700,1007.48364
120800,1007.48
120900,1007.4856
121000,1007.4812
121102,1007.4712
121200,1007.46924
121300,1007.4685
121401,1007.4658
121500,1007.47266
121601,1007.4641
121700,1007.46533
121801,1007.46484
121900,1007.47046
122001,1007.4758
122100,1007.4751
122201,1007.4614
122301,1007.46484
122400,1007.47095
122501,1007.4646
122600,1007.4563
122700,1007.4514
122800,1007.4536
122901,1007.4546
123000,1007.4475
123101,1007.4524
123200,1007.44995
123300,1007.4509
123401,1007.4509
123501,1007.45264
123600,1007.447
123700,1007.4436
123800,1007.4646
123900,1007.4697
124001,1007.4768
124101,1007.46387
124200,1007.47485
124300,1007.47046
124401,1007.4724
124500,1007.468
124600,1007.4763
124700,1007.4846
124800,1007.49
124901,1007.48926
125001,1007.48584
125102,1007.4739
125200,1007.4724
125300,1007.48364
125404,1007.4895
125502,1007.49023
125600,1007.49414
125700,1007.5039
125801,1007.5161
125900,1007.51196
126000,1007.5017
126103,1007.51
126200,1007.5034
126300,1007.51196
126401,1007.5188
126501,1007.5188
126600,1007.5178
126701,1007.51074
126800,1007.50684
126900,1007.50366
127002,1007.499
127100,1007.4927
127200,1007.48804
127300,1007.4968
127400,1007.4995
127500,1007.5061
127601,1007.4951
127700,1007.4895
127801,1007.49146
127900,1007.4883
128002,1007.499
128100,1007.4968
128200,1007.4927
128301,1007.49536
128400,1007.49976
128500,1007.501
128601,1007.4868
128700,1007.49365
128800,1007.4917
128901,1007.49756
129003,1007.4888
129101,1007.49194
129200,1007.49194
129300,1007.4866
129400,1007.49146
129501,1007.4939
129600,1007.4885
129701,1007.4995
129800,1007.501
129901,1007.5022
130002,1007.4888
130101,1007.49243
130200,1007.489
130301,1007.4834
130400,1007.48193
130500,1007.48096
130601,1007.47705
130700,1007.46387
130801,1007.4641
130900,1007.4563
131001,1007.4585
131104,1007.46436
131201,1007.46704
131300,1007.47144
131401,1007.4717
131500,1007.4783
131601,1007.4939
131700,1007.49194
131800,1007.49023
131900,1007.50073
132001,1007.51416
132101,1007.5112
132200,1007.5117
132300,1007.511
132400,1007.5073
132501,1007.50757
132600,1007.51685
132701,1007.5137
132800,1007.5117
132900,1007.50244
133001,1007.50586
133100,1007.5049
133201,1007.5032
133300,1007.50146
133400,1007.50854
133500,1007.5117
133601,1007.5178
133700,1007.52124
133800,1007.5249
133900,1007.5149
134000,1007.51294
134101,1007.5095
134200,1007.5144
134300,1007.5149
134401,1007.51807
134500,1007.52026
134600,1007.531
134702,1007.532
134800,1007.53296
134900,1007.5298
135002,1007.5227
135101,1007.5261
135200,1007.5325
135301,1007.53
135400,1007.5281
135501,1007.5381
135600,1007.54297
135700,1007.5388
135800,1007.54346
135901,1007.5303
136001,1007.52954
136100,1007.5288
136200,1007.5261
136301,1007.5232
136400,1007.5222
136501,1007.52344
136600,1007.5305
136701,1007.5327
136800,1007.5427
136901,1007.5259
137000,1007.5242
137100,1007.5134
137201,1007.5132
137300,1007.50366
137400,1007.52
137500,1007.52124
137601,1007.52563
137700,1007.5281
137800,1007.5393
137901,1007.5383
138000,1007.5254
138101,1007.51953
138200,1007.5254
138300,1007.5342
138401,1007.553
138501,1007.55884
138600,1007.5669
138700,1007.55444
138800,1007.5596
138903,1007.56396
139000,1007.55054
139100,1007.54663
139200,1007.5403
139300,1007.53784
139401,1007.5464
139501,1007.5447
139600,1007.54517
139700,1007.53467
139801,1007.53564
139900,1007.53687
140000,1007.531
140100,1007.5134
140200,1007.52075
140301,1007.52515
140400,1007.5249
140501,1007.5344
140600,1007.5383
140701,1007.53296
140800,1007.5303
140901,1007.52344
141000,1007.5205
141101,1007.5215
141200,1007.5205
141301,1007.52515
141401,1007.53076
141501,1007.5271
141601,1007.52856
141700,1007.53076
141800,1007.53296
141900,1007.5376
142003,1007.5383
142100,1007.5325
142200,1007.53345
142301,1007.53076
142400,1007.53516
142501,1007.5332
142600,1007.54785
142701,1007.5471
142800,1007.5508
142900,1007.54785
143001,1007.54834
143100,1007.541
143200,1007.5332
143301,1007.53564
143400,1007.5405
143500,1007.5574
143600,1007.5676
143700,1007.562
143800,1007.55273
143901,1007.5459
144001,1007.53516
144100,1007.5354
144201,1007.52515
144300,1007.52075
144400,1007.52686
144501,1007.5325
144600,1007.5371
144700,1007.5393
144801,1007.51587
144900,1007.5117
145000,1007.50854
145101,1007.5144
145200,1007.5227
145300,1007.5198
145400,1007.5232
145504,1007.5337
145600,1007.5383
145701,1007.53296
145800,1007.53345
145900,1007.53345
146002,1007.53174
146100,1007.5327
146200,1007.5405
146300,1007.53955
146401,1007.5408
146500,1007.5447
146600,1007.5537
146701,1007.55005
146800,1007.5447
146900,1007.5442
147000,1007.5393
147100,1007.5154
147200,1007.5222
147301,1007.5122
147400,1007.5066
147500,1007.5105
147600,1007.51807
147701,1007.52686
147800,1007.5281
147900,1007.51685
148001,1007.52563
148101,1007.52515
148201,1007.5276
148300,1007.5281
148400,1007.53516
148500,1007.5415
148600,1007.542
148701,1007.53735
148802,1007.54517
148900,1007.5447
149001,1007.52637
149100,1007.5239
149200,1007.5239
149300,1007.5166
149401,1007.52734
149500,1007.53687
149600,1007.5432
149703,1007.5405
149800,1007.54004
149900,1007.542
150001,1007.53906
150100,1007.53467
150200,1007.5332
150300,1007.53564
150400,1007.5408
150500,1007.54395
150601,1007.5415
150701,1007.531
150800,1007.53955
150900,1007.5442
151001,1007.5442
151101,1007.52637
151200,1007.5249
151301,1007.52466
151400,1007.5171
151502,1007.5137
151600,1007.51196
151700,1007.5027
151801,1007.5029
151900,1007.4944
152000,1007.48755
152100,1007.46387
152200,1007.4524
152301,1007.45996
152400,1007.4597
152500,1007.4629
152601,1007.45874
152700,1007.4668
152800,1007.4697
152901,1007.4651
153000,1007.4607
153100,1007.4529
153200,1007.4536
153301,1007.45483
153400,1007.469
153500,1007.47437
153600,1007.4863
153700,1007.48486
153800,1007.4834
153901,1007.4878
154000,1007.4751
154100,1007.47
154201,1007.469
154300,1007.4768
154400,1007.48926
154503,1007.49854
154600,1007.4956
154700,1007.5
154801,1007.4971
154904,1007.49023
155003,1007.48364
155101,1007.47705
155200,1007.47705
155300,1007.48096
155401,1007.4883
155500,1007.4988
155600,1007.5061
155700,1007.4978
155800,1007.5017
155901,1007.4929
156000,1007.4917
156101,1007.5012
156200,1007.5061
